"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"07/11/2025 00:00 - 08/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","07/11/2025 18:00 - 07/11/2025 19:00","230.95",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","07/11/2025 19:00 - 07/11/2025 20:00","231.38",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","07/11/2025 20:00 - 07/11/2025 21:00","196.68",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","07/11/2025 21:00 - 07/11/2025 22:00","155.45",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","07/11/2025 22:00 - 07/11/2025 23:00","155.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","07/11/2025 23:00 - 08/11/2025 00:00","155.28",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 00:00 - 07/11/2025 01:00","180.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 01:00 - 07/11/2025 02:00","180.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 02:00 - 07/11/2025 03:00","180.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 03:00 - 07/11/2025 04:00","182.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 04:00 - 07/11/2025 05:00","220.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 05:00 - 07/11/2025 06:00","230.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 06:00 - 07/11/2025 07:00","229.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 07:00 - 07/11/2025 08:00","229.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 08:00 - 07/11/2025 09:00","243.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 09:00 - 07/11/2025 10:00","244.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 10:00 - 07/11/2025 11:00","237.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 11:00 - 07/11/2025 12:00","204.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 12:00 - 07/11/2025 13:00","211.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 13:00 - 07/11/2025 14:00","233.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 14:00 - 07/11/2025 15:00","235.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 15:00 - 07/11/2025 16:00","235.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 16:00 - 07/11/2025 17:00","235.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 17:00 - 07/11/2025 18:00","243.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 18:00 - 07/11/2025 19:00","244.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 19:00 - 07/11/2025 20:00","245.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 20:00 - 07/11/2025 21:00","245.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 21:00 - 07/11/2025 22:00","245.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 22:00 - 07/11/2025 23:00","245.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","07/11/2025 23:00 - 08/11/2025 00:00","245.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 00:00 - 07/11/2025 01:00","40.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 01:00 - 07/11/2025 02:00","40.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 02:00 - 07/11/2025 03:00","40.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 03:00 - 07/11/2025 04:00","40.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 04:00 - 07/11/2025 05:00","42.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 05:00 - 07/11/2025 06:00","58.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 06:00 - 07/11/2025 07:00","59.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 07:00 - 07/11/2025 08:00","59.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 08:00 - 07/11/2025 09:00","59.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 09:00 - 07/11/2025 10:00","59.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 10:00 - 07/11/2025 11:00","59.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 11:00 - 07/11/2025 12:00","50.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 12:00 - 07/11/2025 13:00","49.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 13:00 - 07/11/2025 14:00","49.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 14:00 - 07/11/2025 15:00","49.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 15:00 - 07/11/2025 16:00","49.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 16:00 - 07/11/2025 17:00","49.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 17:00 - 07/11/2025 18:00","59.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 18:00 - 07/11/2025 19:00","81.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 19:00 - 07/11/2025 20:00","82.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 20:00 - 07/11/2025 21:00","82.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 21:00 - 07/11/2025 22:00","82.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 22:00 - 07/11/2025 23:00","82.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","07/11/2025 23:00 - 08/11/2025 00:00","81.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 00:00 - 07/11/2025 01:00","225.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 01:00 - 07/11/2025 02:00","225.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 02:00 - 07/11/2025 03:00","225.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 03:00 - 07/11/2025 04:00","224.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 04:00 - 07/11/2025 05:00","224.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 05:00 - 07/11/2025 06:00","224.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 06:00 - 07/11/2025 07:00","224.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 07:00 - 07/11/2025 08:00","223.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 08:00 - 07/11/2025 09:00","224.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 09:00 - 07/11/2025 10:00","224.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 10:00 - 07/11/2025 11:00","224.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 11:00 - 07/11/2025 12:00","223.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 12:00 - 07/11/2025 13:00","222.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 13:00 - 07/11/2025 14:00","222.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 14:00 - 07/11/2025 15:00","221.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 15:00 - 07/11/2025 16:00","221.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 16:00 - 07/11/2025 17:00","222.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 17:00 - 07/11/2025 18:00","222.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 18:00 - 07/11/2025 19:00","224.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 19:00 - 07/11/2025 20:00","225.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 20:00 - 07/11/2025 21:00","225.25",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 21:00 - 07/11/2025 22:00","225.75",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 22:00 - 07/11/2025 23:00","225.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","07/11/2025 23:00 - 08/11/2025 00:00","225.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 00:00 - 07/11/2025 01:00","39.33",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 01:00 - 07/11/2025 02:00","42.63",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 02:00 - 07/11/2025 03:00","42.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 03:00 - 07/11/2025 04:00","42.42",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 04:00 - 07/11/2025 05:00","42.40",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 05:00 - 07/11/2025 06:00","47.02",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 06:00 - 07/11/2025 07:00","71.20",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 07:00 - 07/11/2025 08:00","79.88",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 08:00 - 07/11/2025 09:00","80.13",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 09:00 - 07/11/2025 10:00","75.13",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 10:00 - 07/11/2025 11:00","57.38",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 11:00 - 07/11/2025 12:00","41.27",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 12:00 - 07/11/2025 13:00","41.55",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 13:00 - 07/11/2025 14:00","44.88",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 14:00 - 07/11/2025 15:00","64.15",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 15:00 - 07/11/2025 16:00","74.67",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 16:00 - 07/11/2025 17:00","79.50",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 17:00 - 07/11/2025 18:00","82.42",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 18:00 - 07/11/2025 19:00","79.70",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 19:00 - 07/11/2025 20:00","77.33",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 20:00 - 07/11/2025 21:00","38.90",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 21:00 - 07/11/2025 22:00","9.30",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 22:00 - 07/11/2025 23:00","1.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","07/11/2025 23:00 - 08/11/2025 00:00","1.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 00:00 - 07/11/2025 01:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 01:00 - 07/11/2025 02:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 02:00 - 07/11/2025 03:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 03:00 - 07/11/2025 04:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 04:00 - 07/11/2025 05:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 05:00 - 07/11/2025 06:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 06:00 - 07/11/2025 07:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 07:00 - 07/11/2025 08:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 08:00 - 07/11/2025 09:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 09:00 - 07/11/2025 10:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 10:00 - 07/11/2025 11:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 11:00 - 07/11/2025 12:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 12:00 - 07/11/2025 13:00","0.00",""
"07/11/2025 00:00 - 08/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","07/11/2025 13:00 - 07/11/2025 14:00","0.00",""
