"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 12:00 - 05/11/2025 13:00","151.60",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 13:00 - 05/11/2025 14:00","137.05",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 14:00 - 05/11/2025 15:00","150.60",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 15:00 - 05/11/2025 16:00","152.05",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 16:00 - 05/11/2025 17:00","218.20",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 17:00 - 05/11/2025 18:00","230.88",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 18:00 - 05/11/2025 19:00","231.53",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 19:00 - 05/11/2025 20:00","231.97",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 20:00 - 05/11/2025 21:00","231.60",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 21:00 - 05/11/2025 22:00","184.38",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 22:00 - 05/11/2025 23:00","106.03",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GTHKW Nossener Bruecke","11WD8DRES5X----D","Fossil Gas","11WD8DRES5X----D","05/11/2025 23:00 - 06/11/2025 00:00","104.55",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 00:00 - 05/11/2025 01:00","56.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 01:00 - 05/11/2025 02:00","70.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 02:00 - 05/11/2025 03:00","76.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 03:00 - 05/11/2025 04:00","71.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 04:00 - 05/11/2025 05:00","70.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 05:00 - 05/11/2025 06:00","56.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 06:00 - 05/11/2025 07:00","55.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 07:00 - 05/11/2025 08:00","72.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 08:00 - 05/11/2025 09:00","194.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 09:00 - 05/11/2025 10:00","209.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 10:00 - 05/11/2025 11:00","209.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 11:00 - 05/11/2025 12:00","209.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 12:00 - 05/11/2025 13:00","208.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 13:00 - 05/11/2025 14:00","82.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 14:00 - 05/11/2025 15:00","53.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 15:00 - 05/11/2025 16:00","53.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 16:00 - 05/11/2025 17:00","53.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 17:00 - 05/11/2025 18:00","53.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 18:00 - 05/11/2025 19:00","97.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 19:00 - 05/11/2025 20:00","147.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 20:00 - 05/11/2025 21:00","164.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 21:00 - 05/11/2025 22:00","162.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 22:00 - 05/11/2025 23:00","121.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","05/11/2025 23:00 - 06/11/2025 00:00","179.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 00:00 - 05/11/2025 01:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 01:00 - 05/11/2025 02:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 02:00 - 05/11/2025 03:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 03:00 - 05/11/2025 04:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 04:00 - 05/11/2025 05:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 05:00 - 05/11/2025 06:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 06:00 - 05/11/2025 07:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 07:00 - 05/11/2025 08:00","87.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 08:00 - 05/11/2025 09:00","65.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 09:00 - 05/11/2025 10:00","62.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 10:00 - 05/11/2025 11:00","70.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 11:00 - 05/11/2025 12:00","69.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 12:00 - 05/11/2025 13:00","61.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 13:00 - 05/11/2025 14:00","72.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 14:00 - 05/11/2025 15:00","85.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 15:00 - 05/11/2025 16:00","88.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 16:00 - 05/11/2025 17:00","87.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 17:00 - 05/11/2025 18:00","85.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 18:00 - 05/11/2025 19:00","87.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 19:00 - 05/11/2025 20:00","90.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 20:00 - 05/11/2025 21:00","90.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 21:00 - 05/11/2025 22:00","90.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 22:00 - 05/11/2025 23:00","90.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","05/11/2025 23:00 - 06/11/2025 00:00","85.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 00:00 - 05/11/2025 01:00","219.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 01:00 - 05/11/2025 02:00","226.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 02:00 - 05/11/2025 03:00","226.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 03:00 - 05/11/2025 04:00","226.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 04:00 - 05/11/2025 05:00","225.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 05:00 - 05/11/2025 06:00","226.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 06:00 - 05/11/2025 07:00","226.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 07:00 - 05/11/2025 08:00","225.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 08:00 - 05/11/2025 09:00","227.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 09:00 - 05/11/2025 10:00","278.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 10:00 - 05/11/2025 11:00","321.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 11:00 - 05/11/2025 12:00","370.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 12:00 - 05/11/2025 13:00","327.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 13:00 - 05/11/2025 14:00","301.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 14:00 - 05/11/2025 15:00","300.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 15:00 - 05/11/2025 16:00","299.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 16:00 - 05/11/2025 17:00","301.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 17:00 - 05/11/2025 18:00","296.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 18:00 - 05/11/2025 19:00","221.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 19:00 - 05/11/2025 20:00","221.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 20:00 - 05/11/2025 21:00","221.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 21:00 - 05/11/2025 22:00","221.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 22:00 - 05/11/2025 23:00","221.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","05/11/2025 23:00 - 06/11/2025 00:00","227.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 00:00 - 05/11/2025 01:00","1.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 01:00 - 05/11/2025 02:00","1.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 02:00 - 05/11/2025 03:00","2.40",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 03:00 - 05/11/2025 04:00","6.60",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 04:00 - 05/11/2025 05:00","22.43",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 05:00 - 05/11/2025 06:00","19.73",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 06:00 - 05/11/2025 07:00","23.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 07:00 - 05/11/2025 08:00","56.52",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 08:00 - 05/11/2025 09:00","66.05",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 09:00 - 05/11/2025 10:00","42.05",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 10:00 - 05/11/2025 11:00","59.90",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 11:00 - 05/11/2025 12:00","86.15",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 12:00 - 05/11/2025 13:00","93.40",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 13:00 - 05/11/2025 14:00","87.97",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 14:00 - 05/11/2025 15:00","86.22",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 15:00 - 05/11/2025 16:00","110.58",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 16:00 - 05/11/2025 17:00","75.38",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 17:00 - 05/11/2025 18:00","79.65",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 18:00 - 05/11/2025 19:00","76.83",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 19:00 - 05/11/2025 20:00","49.95",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 20:00 - 05/11/2025 21:00","19.63",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 21:00 - 05/11/2025 22:00","18.32",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 22:00 - 05/11/2025 23:00","25.70",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","05/11/2025 23:00 - 06/11/2025 00:00","23.23",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 00:00 - 05/11/2025 01:00","139.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 01:00 - 05/11/2025 02:00","141.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 02:00 - 05/11/2025 03:00","141.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 03:00 - 05/11/2025 04:00","140.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 04:00 - 05/11/2025 05:00","139.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 05:00 - 05/11/2025 06:00","140.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 06:00 - 05/11/2025 07:00","140.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 07:00 - 05/11/2025 08:00","141.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 08:00 - 05/11/2025 09:00","141.50",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 09:00 - 05/11/2025 10:00","133.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 10:00 - 05/11/2025 11:00","121.25",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 11:00 - 05/11/2025 12:00","114.75",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 12:00 - 05/11/2025 13:00","104.00",""
"05/11/2025 00:00 - 06/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","05/11/2025 13:00 - 05/11/2025 14:00","88.75",""
