"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 01:00 - 09/11/2025 02:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 02:00 - 09/11/2025 03:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 03:00 - 09/11/2025 04:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 04:00 - 09/11/2025 05:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 05:00 - 09/11/2025 06:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 06:00 - 09/11/2025 07:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 07:00 - 09/11/2025 08:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 08:00 - 09/11/2025 09:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 09:00 - 09/11/2025 10:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 10:00 - 09/11/2025 11:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 11:00 - 09/11/2025 12:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 12:00 - 09/11/2025 13:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 13:00 - 09/11/2025 14:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 14:00 - 09/11/2025 15:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 15:00 - 09/11/2025 16:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 16:00 - 09/11/2025 17:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 17:00 - 09/11/2025 18:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 18:00 - 09/11/2025 19:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 19:00 - 09/11/2025 20:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 20:00 - 09/11/2025 21:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 21:00 - 09/11/2025 22:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 22:00 - 09/11/2025 23:00","245.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","GuD Marzahn","11W0-0000-0104-6","Fossil Gas","11W0-0000-0104-6","09/11/2025 23:00 - 10/11/2025 00:00","243.75",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 00:00 - 09/11/2025 01:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 01:00 - 09/11/2025 02:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 02:00 - 09/11/2025 03:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 03:00 - 09/11/2025 04:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 04:00 - 09/11/2025 05:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 05:00 - 09/11/2025 06:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 06:00 - 09/11/2025 07:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 07:00 - 09/11/2025 08:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 08:00 - 09/11/2025 09:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 09:00 - 09/11/2025 10:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 10:00 - 09/11/2025 11:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 11:00 - 09/11/2025 12:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 12:00 - 09/11/2025 13:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 13:00 - 09/11/2025 14:00","87.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 14:00 - 09/11/2025 15:00","87.50",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 15:00 - 09/11/2025 16:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 16:00 - 09/11/2025 17:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 17:00 - 09/11/2025 18:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 18:00 - 09/11/2025 19:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 19:00 - 09/11/2025 20:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 20:00 - 09/11/2025 21:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 21:00 - 09/11/2025 22:00","88.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 22:00 - 09/11/2025 23:00","85.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Klingenberg 1-3","11WD8KLIN5G--13E","Fossil Gas","11WD8KLIN5G--13E","09/11/2025 23:00 - 10/11/2025 00:00","83.75",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 00:00 - 09/11/2025 01:00","225.50",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 01:00 - 09/11/2025 02:00","225.25",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 02:00 - 09/11/2025 03:00","225.25",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 03:00 - 09/11/2025 04:00","225.25",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 04:00 - 09/11/2025 05:00","225.50",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 05:00 - 09/11/2025 06:00","225.75",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 06:00 - 09/11/2025 07:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 07:00 - 09/11/2025 08:00","225.75",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 08:00 - 09/11/2025 09:00","225.25",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 09:00 - 09/11/2025 10:00","225.25",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 10:00 - 09/11/2025 11:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 11:00 - 09/11/2025 12:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 12:00 - 09/11/2025 13:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 13:00 - 09/11/2025 14:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 14:00 - 09/11/2025 15:00","225.75",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 15:00 - 09/11/2025 16:00","225.25",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 16:00 - 09/11/2025 17:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 17:00 - 09/11/2025 18:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 18:00 - 09/11/2025 19:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 19:00 - 09/11/2025 20:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 20:00 - 09/11/2025 21:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 21:00 - 09/11/2025 22:00","225.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 22:00 - 09/11/2025 23:00","225.50",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Mitte GUD","11WD8MITT5GGUD-8","Fossil Gas","11WD8MITT5GGUD-8","09/11/2025 23:00 - 10/11/2025 00:00","225.50",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 00:00 - 09/11/2025 01:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 01:00 - 09/11/2025 02:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 02:00 - 09/11/2025 03:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 03:00 - 09/11/2025 04:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 04:00 - 09/11/2025 05:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 05:00 - 09/11/2025 06:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 06:00 - 09/11/2025 07:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 07:00 - 09/11/2025 08:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 08:00 - 09/11/2025 09:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 09:00 - 09/11/2025 10:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 10:00 - 09/11/2025 11:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 11:00 - 09/11/2025 12:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 12:00 - 09/11/2025 13:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 13:00 - 09/11/2025 14:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 14:00 - 09/11/2025 15:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 15:00 - 09/11/2025 16:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 16:00 - 09/11/2025 17:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 17:00 - 09/11/2025 18:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 18:00 - 09/11/2025 19:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 19:00 - 09/11/2025 20:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 20:00 - 09/11/2025 21:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 21:00 - 09/11/2025 22:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 22:00 - 09/11/2025 23:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Nord GuD Nord","11WD8LEIP5X----6","Fossil Gas","11WD8LEIP5X----6","09/11/2025 23:00 - 10/11/2025 00:00","1.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 00:00 - 09/11/2025 01:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 01:00 - 09/11/2025 02:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 02:00 - 09/11/2025 03:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 03:00 - 09/11/2025 04:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 04:00 - 09/11/2025 05:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 05:00 - 09/11/2025 06:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 06:00 - 09/11/2025 07:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 07:00 - 09/11/2025 08:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 08:00 - 09/11/2025 09:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 09:00 - 09/11/2025 10:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 10:00 - 09/11/2025 11:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 11:00 - 09/11/2025 12:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 12:00 - 09/11/2025 13:00","0.00",""
"09/11/2025 00:00 - 10/11/2025 00:00","","HKW Reuter West Block D","11WD8REUW1C---DD","Fossil Hard coal","11WD8REUW1C---DD","09/11/2025 13:00 - 09/11/2025 14:00","0.00",""
