"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 00:00 - 18/04/2026 01:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 01:00 - 18/04/2026 02:00","200.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 02:00 - 18/04/2026 03:00","193.50",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 03:00 - 18/04/2026 04:00","187.50",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 04:00 - 18/04/2026 05:00","192.25",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 05:00 - 18/04/2026 06:00","173.75",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 06:00 - 18/04/2026 07:00","178.50",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 07:00 - 18/04/2026 08:00","186.50",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 08:00 - 18/04/2026 09:00","196.25",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 09:00 - 18/04/2026 10:00","193.50",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 10:00 - 18/04/2026 11:00","204.50",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 11:00 - 18/04/2026 12:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 12:00 - 18/04/2026 13:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 13:00 - 18/04/2026 14:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 14:00 - 18/04/2026 15:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 15:00 - 18/04/2026 16:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 16:00 - 18/04/2026 17:00","211.00",""
"18/04/2026 00:00 - 19/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","18/04/2026 17:00 - 18/04/2026 18:00","211.00",""
