"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 00:00 - 11/04/2026 01:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 01:00 - 11/04/2026 02:00","198.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 02:00 - 11/04/2026 03:00","186.75",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 03:00 - 11/04/2026 04:00","180.25",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 04:00 - 11/04/2026 05:00","176.25",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 05:00 - 11/04/2026 06:00","177.75",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 06:00 - 11/04/2026 07:00","175.50",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 07:00 - 11/04/2026 08:00","189.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 08:00 - 11/04/2026 09:00","195.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 09:00 - 11/04/2026 10:00","195.25",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 10:00 - 11/04/2026 11:00","191.75",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 11:00 - 11/04/2026 12:00","200.50",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 12:00 - 11/04/2026 13:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 13:00 - 11/04/2026 14:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 14:00 - 11/04/2026 15:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 15:00 - 11/04/2026 16:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 16:00 - 11/04/2026 17:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 17:00 - 11/04/2026 18:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 18:00 - 11/04/2026 19:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 19:00 - 11/04/2026 20:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 20:00 - 11/04/2026 21:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 21:00 - 11/04/2026 22:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 22:00 - 11/04/2026 23:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","11/04/2026 23:00 - 12/04/2026 00:00","211.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","RUHRORT-4","11WD7BEEC5XRUH4E","Fossil Coal-derived gas","11WD7BEEC5XRUH4E","11/04/2026 00:00 - 11/04/2026 01:00","0.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","RUHRORT-4","11WD7BEEC5XRUH4E","Fossil Coal-derived gas","11WD7BEEC5XRUH4E","11/04/2026 01:00 - 11/04/2026 02:00","0.00",""
"11/04/2026 00:00 - 12/04/2026 00:00","CTA|DE(Amprion)","RUHRORT-4","11WD7BEEC5XRUH4E","Fossil Coal-derived gas","11WD7BEEC5XRUH4E","11/04/2026 02:00 - 11/04/2026 03:00","0.00",""
