"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 00:00 - 20/04/2026 01:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 01:00 - 20/04/2026 02:00","200.75",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 02:00 - 20/04/2026 03:00","193.50",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 03:00 - 20/04/2026 04:00","197.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 04:00 - 20/04/2026 05:00","193.75",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 05:00 - 20/04/2026 06:00","204.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 06:00 - 20/04/2026 07:00","201.50",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 07:00 - 20/04/2026 08:00","205.25",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 08:00 - 20/04/2026 09:00","207.50",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 09:00 - 20/04/2026 10:00","203.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 10:00 - 20/04/2026 11:00","206.50",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 11:00 - 20/04/2026 12:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 12:00 - 20/04/2026 13:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 13:00 - 20/04/2026 14:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 14:00 - 20/04/2026 15:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 15:00 - 20/04/2026 16:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 16:00 - 20/04/2026 17:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 17:00 - 20/04/2026 18:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 18:00 - 20/04/2026 19:00","211.00",""
"20/04/2026 00:00 - 21/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","20/04/2026 19:00 - 20/04/2026 20:00","211.00",""
