"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 00:00 - 15/04/2026 01:00","211.00",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 01:00 - 15/04/2026 02:00","176.75",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 02:00 - 15/04/2026 03:00","140.75",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 03:00 - 15/04/2026 04:00","142.50",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 04:00 - 15/04/2026 05:00","135.00",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 05:00 - 15/04/2026 06:00","127.00",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 06:00 - 15/04/2026 07:00","147.50",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 07:00 - 15/04/2026 08:00","164.75",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 08:00 - 15/04/2026 09:00","141.50",""
"15/04/2026 00:00 - 16/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","15/04/2026 09:00 - 15/04/2026 10:00","143.75",""
