"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 00:00 - 13/04/2026 01:00","211.00",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 01:00 - 13/04/2026 02:00","198.75",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 02:00 - 13/04/2026 03:00","184.50",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 03:00 - 13/04/2026 04:00","181.25",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 04:00 - 13/04/2026 05:00","190.00",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 05:00 - 13/04/2026 06:00","187.00",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 06:00 - 13/04/2026 07:00","189.25",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 07:00 - 13/04/2026 08:00","190.00",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 08:00 - 13/04/2026 09:00","181.25",""
"13/04/2026 00:00 - 14/04/2026 00:00","CTA|DE(Amprion)","HAMBORN-5","11WD7BEEC5XHAM5G","Fossil Coal-derived gas","11WD7BEEC5XHAM5G","13/04/2026 09:00 - 13/04/2026 10:00","182.50",""
